Wavelength (nm)	Coefficient
695,39	1,15807887251343
695,51	1,157654746789
695,63	1,1572298253575
695,75	1,15680410678106
695,88	1,15637758961703
696	1,15595027241798
696,12	1,15552215373166
696,24	1,15509323210101
696,36	1,15466350606412
696,48	1,15423297415423
696,6	1,15380163489971
696,72	1,15336948682404
696,84	1,15293652844581
696,96	1,15250275827868
697,08	1,15206817483138
697,2	1,15163277660767
697,32	1,15119656210637
697,44	1,1507595298213
697,56	1,15032167824127
697,68	1,14988300585009
697,81	1,14944351112653
697,93	1,1490031925443
698,05	1,14856204857204
698,17	1,14812007767332
698,29	1,14767727830659
698,41	1,14723364892518
698,53	1,14678918797729
698,65	1,14634389390597
698,77	1,14589776514909
698,89	1,14545080013932
699,01	1,14500299730414
699,13	1,14455435506579
699,25	1,14410487184127
699,37	1,14365454604233
699,49	1,14320337607543
699,61	1,14275136034174
699,73	1,1422984972371
699,85	1,14184478515204
699,97	1,1413902224717
700,1	1,1409348075759
700,22	1,14047853883904
